Fight_Id,Win/No Contest/Draw,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id
bc86601cf781a89c,win,Dustin Jacoby,Maxim Grishin,0,2,57,66,0,0,0,0,Light Heavyweight,U-DEC,3,5:00,81b57acd6975ac06
b12bc15f384ecc42,win,Derrick Lewis,Curtis Blaydes,1,0,7,28,0,0,0,0,Heavyweight,KO/TKO Punch,2,1:26,bfe95ec546692b13
a4814d682954e8ab,win,Yana Santos,Ketlen Vieira,0,0,47,7,0,3,0,0,Women's Bantamweight,U-DEC,3,5:00,bfe95ec546692b13
82243207b4dfce87,win,Darrick Minner,Charles Rosa,1,0,45,15,4,0,3,2,Featherweight,U-DEC,3,5:00,bfe95ec546692b13
8f7328fe18806fb0,win,Chris Daukaus,Aleksei Oleinik,0,0,34,5,0,0,0,0,Heavyweight,KO/TKO Punches,1,1:55,bfe95ec546692b13
05ceb8b2f93993a6,win,Phil Hawes,Nassourdine Imavov,0,0,31,57,4,0,0,0,Middleweight,M-DEC,3,5:00,bfe95ec546692b13
15b1c7ddc4415fdd,win,Tom Aspinall,Andrei Arlovski,0,0,37,20,1,0,1,0,Heavyweight,SUB Rear Naked Choke,2,1:09,bfe95ec546692b13
931fd51ab69fb443,win,Jared Gordon,Danny Chavez,0,0,82,39,2,1,0,0,Featherweight,U-DEC,3,5:00,bfe95ec546692b13
990c2378caec68d4,win,John Castaneda,Eddie Wineland,1,0,42,17,0,1,0,0,Bantamweight,KO/TKO Punches,1,4:44,bfe95ec546692b13
e175c1a0bff30187,win,Julian Erosa,Nate Landwehr,1,0,15,9,0,0,0,0,Featherweight,KO/TKO Flying Knee,1,0:56,bfe95ec546692b13
1d892fec31dc7ad7,win,Casey O'Neill,Shana Dobson,0,0,49,16,4,0,1,0,Women's Flyweight,KO/TKO Punches,2,3:41,bfe95ec546692b13
b9cd4910f0ecff45,win,Aiemann Zahabi,Drako Rodriguez,1,0,9,11,0,0,0,0,Bantamweight,KO/TKO Punch,1,3:05,bfe95ec546692b13
c3b6aa47e7532a7b,win,Serghei Spivac,Jared Vanderaa,0,0,51,13,3,0,0,0,Heavyweight,KO/TKO Punches,2,4:32,bfe95ec546692b13
be94e5b7a35ce5f2,win,Kamaru Usman,Gilbert Burns,2,0,83,45,0,0,0,0,Welterweight,KO/TKO Punches,3,0:34,3f7c14c7eca7195d
25b8c932da5e91f4,win,Alexa Grasso,Maycee Barber,0,0,38,40,0,3,1,0,Women's Flyweight,U-DEC,3,5:00,3f7c14c7eca7195d
26fbf026beb8e9f8,win,Kelvin Gastelum,Ian Heinisch,0,0,38,27,6,1,0,2,Middleweight,U-DEC,3,5:00,3f7c14c7eca7195d
54e2490959f66dc2,win,Ricky Simon,Brian Kelleher,0,0,45,19,6,0,1,0,Featherweight,U-DEC,3,5:00,3f7c14c7eca7195d
9201312dd860fa5a,win,Julian Marquez,Maki Pitolo,0,0,41,32,0,5,4,1,Middleweight,SUB Anaconda Choke,3,4:17,3f7c14c7eca7195d
96b1430379c0694a,win,Anthony Hernandez,Rodolfo Vieira,0,0,32,9,0,4,2,0,Middleweight,SUB Guillotine Choke,2,1:53,3f7c14c7eca7195d
8cf076524cad5a55,win,Belal Muhammad,Dhiego Lima,0,0,129,69,1,0,0,0,Welterweight,U-DEC,3,5:00,3f7c14c7eca7195d
17616514e8fdacb9,win,Polyana Viana,Mallory Martin,0,0,4,5,0,1,5,0,Women's Strawweight,SUB Armbar,1,3:18,3f7c14c7eca7195d
f98e954823bd6e02,win,Chris Gutierrez,Andre Ewell,1,0,69,59,1,1,0,1,Catch Weight,U-DEC,3,5:00,3f7c14c7eca7195d
357c5b86ec83b826,win,Gabe Green,Phil Rowe,2,0,70,42,2,2,1,0,Welterweight,U-DEC,3,5:00,3f7c14c7eca7195d
8b9bdacca749ec90,win,Alexander Volkov,Alistair Overeem,1,0,54,10,0,0,0,0,Heavyweight,KO/TKO Punch,2,2:06,a1153013cb5f628f
9ef858837dfc65eb,win,Cory Sandhagen,Frankie Edgar,1,0,2,2,0,0,0,0,Bantamweight,KO/TKO Flying Knee,1,0:28,a1153013cb5f628f
f4fbb11055301e75,win,Clay Guida,Michael Johnson,0,0,49,58,3,0,1,0,Lightweight,U-DEC,3,5:00,a1153013cb5f628f
2c81668d1459991f,win,Alexandre Pantoja,Manel Kape,0,0,74,49,0,2,0,0,Flyweight,U-DEC,3,5:00,a1153013cb5f628f
bbade63ca780668f,win,Beneil Dariush,Diego Ferreira,0,0,62,54,5,0,0,0,Lightweight,S-DEC,3,5:00,a1153013cb5f628f
af8ea6db042674ef,win,Danilo Marques,Mike Rodriguez,0,0,29,16,4,0,2,0,Light Heavyweight,SUB Rear Naked Choke,2,4:52,a1153013cb5f628f
464cc19d42446da9,win,Devonte Smith,Justin Jaynes,0,0,34,11,1,0,1,0,Catch Weight,KO/TKO,2,3:38,a1153013cb5f628f
8c34e1e0d842618d,win,Karol Rosa,Joselyne Edwards,0,0,57,38,4,1,0,0,Women's Bantamweight,U-DEC,3,5:00,a1153013cb5f628f
d65da3a3bc675449,win,Lara Procopio,Molly McCann,0,0,36,37,7,0,1,1,Women's Flyweight,U-DEC,3,5:00,a1153013cb5f628f
86d6e09932c5b551,win,SeungWoo Choi,Youssef Zalal,0,0,41,23,2,3,0,1,Featherweight,U-DEC,3,5:00,a1153013cb5f628f
eb4e9ec015533ab4,win,Timur Valiev,Martin Day,0,0,55,8,4,0,0,0,Featherweight,U-DEC,3,5:00,a1153013cb5f628f
3ac61bcb406e1a0c,win,Ode Osbourne,Jerome Rivera,1,0,5,2,0,0,0,0,Featherweight,KO/TKO Punch,1,0:26,a1153013cb5f628f
3d3e7dc7b4bf2bc4,win,Dustin Poirier,Conor McGregor,1,0,48,29,1,0,0,0,Lightweight,KO/TKO Punches,2,2:32,4304992c2acc187b
a5075f4eaee6036f,win,Michael Chandler,Dan Hooker,1,0,17,8,0,0,0,0,Lightweight,KO/TKO Punch,1,2:30,4304992c2acc187b
c4ea3f6fae702459,win,Joanne Wood,Jessica Eye,0,0,148,77,1,1,0,0,Women's Flyweight,U-DEC,3,5:00,4304992c2acc187b
65352221c0bfe52d,win,Makhmud Muradov,Andrew Sanchez,0,0,79,48,0,0,0,0,Middleweight,KO/TKO Punches,3,2:59,4304992c2acc187b
cd08b68f0bafafbf,win,Marina Rodriguez,Amanda Ribas,1,0,15,7,0,1,0,0,Women's Strawweight,KO/TKO Punch,2,0:54,4304992c2acc187b
99dbe9669f31ed91,win,Arman Tsarukyan,Matt Frevola,0,0,50,16,10,0,0,0,Lightweight,U-DEC,3,5:00,4304992c2acc187b
92f569a6d9374b86,win,Brad Tavares,Antonio Carlos Junior,0,0,54,34,0,1,0,0,Middleweight,U-DEC,3,5:00,4304992c2acc187b
83da743f6dda7dcc,win,Julianna Pena,Sara McMann,0,0,38,21,1,3,1,0,Women's Bantamweight,SUB Rear Naked Choke,3,3:39,4304992c2acc187b
